"key_ID","year","directorate_general_ID","directorate_general","directorate_general_code","case_type_ID","case_type","decision_type_ID","decision_type","count_decisions"
4646,2013,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
4647,2013,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",0
4648,2013,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
4649,2013,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
4650,2013,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",0
4651,2013,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",0
4652,2013,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
4653,2013,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
4654,2013,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
4655,2013,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
4656,2013,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
4657,2013,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
4658,2013,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
4659,2013,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
4660,2013,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
4661,2013,3,"Maritime Affairs and Fisheries","MARE",3,"Ad hoc",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",3
4662,2013,3,"Maritime Affairs and Fisheries","MARE",3,"Ad hoc",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",0
4663,2013,3,"Maritime Affairs and Fisheries","MARE",3,"Ad hoc",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",0
4664,2013,3,"Maritime Affairs and Fisheries","MARE",3,"Ad hoc",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",0
4665,2013,3,"Maritime Affairs and Fisheries","MARE",3,"Ad hoc",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
4666,2013,3,"Maritime Affairs and Fisheries","MARE",3,"Ad hoc",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
4667,2013,3,"Maritime Affairs and Fisheries","MARE",3,"Ad hoc",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",0
4668,2013,3,"Maritime Affairs and Fisheries","MARE",3,"Ad hoc",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
4669,2013,3,"Maritime Affairs and Fisheries","MARE",3,"Ad hoc",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
4670,2013,3,"Maritime Affairs and Fisheries","MARE",3,"Ad hoc",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",0
4671,2013,3,"Maritime Affairs and Fisheries","MARE",3,"Ad hoc",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",0
4672,2013,3,"Maritime Affairs and Fisheries","MARE",3,"Ad hoc",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
4673,2013,3,"Maritime Affairs and Fisheries","MARE",3,"Ad hoc",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
4674,2013,3,"Maritime Affairs and Fisheries","MARE",3,"Ad hoc",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
4675,2013,3,"Maritime Affairs and Fisheries","MARE",3,"Ad hoc",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
4676,2013,3,"Maritime Affairs and Fisheries","MARE",3,"Ad hoc",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
4677,2013,3,"Maritime Affairs and Fisheries","MARE",3,"Ad hoc",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
4678,2013,3,"Maritime Affairs and Fisheries","MARE",3,"Ad hoc",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
4679,2013,3,"Maritime Affairs and Fisheries","MARE",3,"Ad hoc",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
4680,2013,3,"Maritime Affairs and Fisheries","MARE",3,"Ad hoc",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
4681,2014,1,"Competition","COMP",1,"Scheme",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",684
4682,2014,1,"Competition","COMP",1,"Scheme",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",5
4683,2014,1,"Competition","COMP",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",145
4684,2014,1,"Competition","COMP",1,"Scheme",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",6
4685,2014,1,"Competition","COMP",1,"Scheme",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
4686,2014,1,"Competition","COMP",1,"Scheme",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
4687,2014,1,"Competition","COMP",1,"Scheme",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",3
4688,2014,1,"Competition","COMP",1,"Scheme",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
4689,2014,1,"Competition","COMP",1,"Scheme",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
4690,2014,1,"Competition","COMP",1,"Scheme",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",2
4691,2014,1,"Competition","COMP",1,"Scheme",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",1
4692,2014,1,"Competition","COMP",1,"Scheme",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
4693,2014,1,"Competition","COMP",1,"Scheme",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
4694,2014,1,"Competition","COMP",1,"Scheme",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
4695,2014,1,"Competition","COMP",1,"Scheme",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
4696,2014,1,"Competition","COMP",1,"Scheme",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",1
4697,2014,1,"Competition","COMP",1,"Scheme",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
4698,2014,1,"Competition","COMP",1,"Scheme",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",2
4699,2014,1,"Competition","COMP",1,"Scheme",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
4700,2014,1,"Competition","COMP",1,"Scheme",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
4701,2014,1,"Competition","COMP",2,"Individual application",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",0
4702,2014,1,"Competition","COMP",2,"Individual application",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",3
4703,2014,1,"Competition","COMP",2,"Individual application",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",61
4704,2014,1,"Competition","COMP",2,"Individual application",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",10
4705,2014,1,"Competition","COMP",2,"Individual application",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",1
4706,2014,1,"Competition","COMP",2,"Individual application",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",1
4707,2014,1,"Competition","COMP",2,"Individual application",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",8
4708,2014,1,"Competition","COMP",2,"Individual application",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
4709,2014,1,"Competition","COMP",2,"Individual application",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
4710,2014,1,"Competition","COMP",2,"Individual application",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",2
4711,2014,1,"Competition","COMP",2,"Individual application",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",2
4712,2014,1,"Competition","COMP",2,"Individual application",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
4713,2014,1,"Competition","COMP",2,"Individual application",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
4714,2014,1,"Competition","COMP",2,"Individual application",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
4715,2014,1,"Competition","COMP",2,"Individual application",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
4716,2014,1,"Competition","COMP",2,"Individual application",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
4717,2014,1,"Competition","COMP",2,"Individual application",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
4718,2014,1,"Competition","COMP",2,"Individual application",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
4719,2014,1,"Competition","COMP",2,"Individual application",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
4720,2014,1,"Competition","COMP",2,"Individual application",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
4721,2014,1,"Competition","COMP",3,"Ad hoc",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",121
4722,2014,1,"Competition","COMP",3,"Ad hoc",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",2
4723,2014,1,"Competition","COMP",3,"Ad hoc",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",39
4724,2014,1,"Competition","COMP",3,"Ad hoc",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",17
4725,2014,1,"Competition","COMP",3,"Ad hoc",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",1
4726,2014,1,"Competition","COMP",3,"Ad hoc",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",2
4727,2014,1,"Competition","COMP",3,"Ad hoc",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",2
4728,2014,1,"Competition","COMP",3,"Ad hoc",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",1
4729,2014,1,"Competition","COMP",3,"Ad hoc",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
4730,2014,1,"Competition","COMP",3,"Ad hoc",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",0
4731,2014,1,"Competition","COMP",3,"Ad hoc",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",14
4732,2014,1,"Competition","COMP",3,"Ad hoc",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
4733,2014,1,"Competition","COMP",3,"Ad hoc",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
4734,2014,1,"Competition","COMP",3,"Ad hoc",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
